PK_LOCALIDADE;region_name;region_code;city;country;state;zip_code
247c5ed289531d282735d17ec3fe895a4ac20f115deb62561030451296555b30;Central;4;Mentor;US;OH;44060
f8a2dbe685af255ad391d6804c417b9cd26859e95fe282a8b69baffeb3043d5e;Western;1;Clackamas;US;OR;97015
168eb51cc94765889e4ad9a12ee16b8471fa17a34aba7aeea864203fbecf0145;Central;4;Newport;US;MI;O
a914fc4fc72788a3d1e75f4c726b68c5357e15f19d6615b3b13c62590722891c;Southern;2;San Antonio;US;TX;78216
6dcd5df2c6e5b4f37dde68561eff7e1cc27e4bd013a130c4bf5518d0280602c9;Southern;2;Houston;US;TX;77092
3823391f1d514a719df68bb5e77a2a73d2ef133d1d2ff56ebf36ce1b2fd55dd1;Canada;0;Winnepeg;CA;MB;R2X 2X9
7fb8f89f9c8ad43a60a32cd821fe711f9c0596e20122f742336d011e3e5a237c;Southern;2;Pearl;US;MS;39209
0ced93c86e30fd0b29e424ec5342d19cf0b7249a62cd901bb8b609219bae5be0;International;5;Sollinge Molle;UK;Não informado;0
564b540f0198330718f573c1fbafea53d0bc155882dbb8a878aa065d5e48d574;Western;1;Wheatridge;US;CO;80033
b6c5a42f3e9ee0bb64760c3c0a831b8bd7761d1af5dce94720f0dc54fe7a2490;Southern;2;Oklahoma City;US;OK;73128
f770dc76bbaf41dbc800dbc608ab833c5748444b14776dac54cdfb7ad625cdbc;International;5;Kilsyth;UK;Não informado;3136
a98f5f6c9a9f4ff622be4929baf12ec6294edefba4d27c64be7d932b81d7aa11;Southern;2;Tulsa;US;OK;74115
c3438a453085adb6e980503b752d586d8543fb24477ed8cb49980e3afac147a8;Southern;2;Saginaw;US;AL;35137
c665eba74382083063108717d3c4c9c7a1586e9897062886f60e61ec6773134b;Northeast;3;Stewartsville;US;NJ;8886
d087d193c1c3da3508f69d9fb4cc379017c138047c16ed76d3a0824ee02f0536;Southern;2;Cramerton;US;NC;28032
b5750d6ebc7ee9181cc65fe9a86ad0b619bffdee4a51b535f57a8e2004b9d9c5;Southern;2;Clemson;US;SC;29633
924257715e46aa41310045e8e9c278f4f516ddc7d7bfc22796b6d03e175527f9;Central;4;Joliet;US;IL;60432
2d1631ec242c88041291be1bb17d472e223a28da2b713746059cca504a8e15e7;International;5;Jeddah;AU;Não informado;21424
be6717705b91f2c6ae69e5799945dcecc786034f85ea4bcc80041dd6c8db6ec7;Canada;0;Edmonton;CA;AB;T5V 1C7
e7719dbcfd34bae4b73cbcb93fbed83be6a65a96fae523fc846a6c20f1b429f1;Northeast;3;Roanoke;US;VA;24001
2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;International;5;Não informado;UK;Não informado;0
f55a1b3baf94e73e918f0e8472ac5b759104fafd2a17e81ca53d4ed04484355e;Canada;0;Beamsville;CA;ON;L0R 1B0
0ac2e612c19821e350879c0864fb9cc1cb74088c4c04dadaa5ff6e314b00a772;International;5;Industriestrasse 17;UK;Não informado;0
d78ea2c070f0f94197b548150be133d6d364f88e896ee2ec3a90949250e09e7b;Western;1;Anchorage;US;AK;99518
3f4ff3b32cf8f81eb3c773cfe2dae06eac7e176391cf2e7d87d041e26268e66b;International;5;Madrid;UK;Não informado;28006
396b634f19b72c0707fe2ec3c640a534c480ebe7bb4026e30890bf0ef3a4ccea;Central;4;Attica;US;IN;47918
c496925053b600099c175d72d71d56608b5707bb82068f60808fea22930bd115;International;5;Quito;UK;Não informado;0
c9f4aea7c442ab9012fcb7385d3d6bed1542fcd1fb6f4a3cb1c80b16d34f709f;Canada;0;Surrey;CA;BC;V4N 3P8
ad714de56f593c3b9b78e032ee40dfbd621a813463d626ed8f60bf9bfa80d621;International;5;FIN 00710;UK;Não informado;710
8b6e4d1be8f98d8882b426e4ca448b0f86933d8914ca97a5b2742abb48441802;Southern;2;Charlotte;US;NC;28213
1fdccc43fcfca168e4274ad201c5eec7761fb07342387dbc9443a15888179e63;International;5;Cali;UK;Não informado;0
16632349ca26b4cec09c55e2d154ed90b9a455a9fd25a76612222a598e28370f;Western;1;Billings;US;MT;59101
8e38c1756270c529ef422e8c119918baec02d5de60b109554c9937aed8d85891;Western;1;Tuscon;US;AZ;85713
0b0c2d74d3b05541208c28d965f2869e5254e322f8b3072acd7024bce9741054;Central;4;Plainfield;US;IN;46168-0600
55a025a305d965f63d656ea51882ce2b49fb88d7330a918da46f0861311edcc0;Central;4;Kansas City;US;MO;64139-1538
bf314f71f221ba05fcd35cfa9367abe0c8d58b140bfdac7008b62100e3cc2e0e;International;5;Istanbul;AU;Não informado;80090
1b0f3e7e5662d865373bc71f2e452f128f91abfa720f21c06b453ab6b4724897;Southern;2;Brookhaven;US;MS;39601
09379e4119aaa5d8f0495dd559037d43f0f8838cd9acbc20b94b8d9a777109d6;Western;1;Fort Collins;US;CO;80524
9f21c2197d6f739e7ba6a241cc79c856a605a622604dd7dc981860b74bd9804b;Southern;2;Cleveland;US;MS;38732-0899
706aaac0ec1ca3e030b0091896c89300c79f930350b57218ff038c807c9a82e0;Southern;2;Houston;US;TX;77061
801431957b1012afe89b7150896802e12e87c2a8e49f61103959b7452c145eaf;Western;1;San Diego;US;CA;92102
a1b9e044f2f8b23d7fdbe530617a3819adaa09655c188ad41f338906b0fad6d6;Western;1;Aurora;US;OR;97002
105f300ec1325930100cdb2c762f02c77ad6b8989f0c1458c5b8d86813ba2be3;Canada;0;Surrey;CA;BC;V3T 4W2
a8bebcb8409ead45d9c33fb154017580d93a2e8d01537897c71c6a708831225e;Canada;0;Mississauga;CA;ON;L4W 1T7
683146fee18dba064f38b4d01ac3827b6531420532d35d3fc9513e89ceff35bd;Central;4;Sidney;US;NE;69160
fe7a57ac9f5fd123eddccf53e2841d367bd9ada215907f1b52c01a1a3844247c;International;5;Lighthorne Warwick;UK;Não informado;CV35 ORG
42aa317a683f96d88f01bf0ab8676f28c3a2261dfbda43cb9a10396b6fa2619e;Northeast;3;North Hampton;US;NH;3862
68f22cb51d8b1131e85550b91daec10044f812bc696091296a0c93f804ccf88a;Southern;2;Houston;US;TX;77075
b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;International;5;Não informado;Não informado;Não informado;0
3b67a31fe2823a2b2c3fe85cd5d0f178b1389c43d3dd780a3d2b6593db91d3b0;Central;4;Garner;US;IA;50438
31afb05d6eb6915253f954f4eee7fe6c83ac0e62c9d189092d6a26ae167355c9;Western;1;Gardena;US;CA;90248
4739858524a094a7a57df4c58fe82cef722815e1c990db9422f204efa591f6f9;International;5;Taipei;AU;Não informado;104
613a705307c6c629df94d6622721944fd62cedc96cbed30ca37df8fcfb585649;Northeast;3;Mechanicsville;US;VA;23111
d9fc83bdf39120106aa89c6a3245d75f751f3e9db2316d7e7724ae52017620dc;Central;4;Flint;US;MI;48507
9e64354ddf71161ad5f5f074d63e5c088425f863e43e77f1378d9db2016bedc2;Canada;0;Edmonton;CA;AB;T6E 5V2
079b3ff3a957e69f169d42c9e3df11ead99d737a463cdd8610efac326bdc9c20;Western;1;Oakland;US;CA;94621
6babbf4cfd2bced3837bf3dbf89b5be149ca2d73b0e8f15c6757b80fcd7ee669;Southern;2;Goodlettsville;US;TN;37072
d8b1a16738f2e1fc93d87ddb8a3fb6211724ed7669d1219af238e23d18e7fe2e;Western;1;Ft Collins;US;CO;80524
616e63e26e2b0a50648616b5bb5984f9208c68e46850ff57e37c351852c36bc4;Northeast;3;Lewiston;US;ME;4240
8a5ea51d01eacd33bc77e58995d7f1bf81fa9d812b8d1366b754f32efdd7e789;Central;4;Middlebury;US;IN;46540
a5570ffe43edf7c11f7d4ef2c7272ab06ae2dd9723056fcdf407c78cdd061411;Central;4;Kansas City;US;KS;66105
9cf996ae51d8afe11281cf9e5606cdb02a7a6646ff6a571eb4e13ba9262945ee;Northeast;3;Exeter;US;PA;18643
0777c5d272e70f78ab8c5470155592e2295921df6b0fae27a68eb4edf343713e;Central;4;Des Moines;US;IA;50316-0283
ae842fa76ac11e74815e062ced8be422dd056a03fc62ef23bce9f03e07575329;Western;1;Phoenix;US;AZ;85036
a8842878b335591c1d8f0498efe2c459fbb096eb779c24534f8e31b6417667fa;Western;1;Albany;US;OR;97321
329f809ca7d181fca163aa419d0cc248f5646b878219146a57571114d7bc6f02;Southern;2;Smyrna;US;TN;37167
1da0c0d2c02b612e8147a0d9e010a2d98532f7b5f8c91adad7c28cc508dfb237;Central;4;Kalamazoo;US;MI;49007
1a5100015f0bca04764f07e50ead9d3e1ace25d67b105c6c7ab2dc15d6da9576;International;5;Beijing 100088;UK;Não informado;0
6d3ec34406275d416257453f47d1aacb28244dbddc64c9fc3fc27c7b846e4c73;Canada;0;Mississauga;CA;ON;L4V 1B3
10fd21951c0c41d75135af9f90ab005ea3b3f0cd9dd49f240fb80f4afb22e2a3;Central;4;Brookfield;US;WI;53008
f1bc822cad5659b15fb4b206dd80884564630348c8b076128113a905e2e18423;Central;4;Elkhart;US;IN;46516
d7b19790d4c19716c28c6a3a9b6eb8b70c20399999062ae3e5f4633cd7fe9c35;Canada;0;Boucherville;CA;QU;J4B 7K1
cdf55e5080d842268dd4485c9a56d310175bf838753b651ea2950e97ebf0f0c0;Western;1;Kent;US;WA;98032
00ecaa7b9c71371b3dd4b361babb260c1e8289ca9fa69318e7f521907f309ff8;Western;1;Spokane;US;WA;99213-3056
9e48ccebfb4912b7fcdbd4c1ba8e38d2a96da39162127906bc16f94eb7cd60cf;Southern;2;Fort Worth;US;TX;76177
06b0f082a2616f4d125eeeeaea40e684c80e3e437d4444245607282602bffa2e;Western;1;El Cajon;US;CA;92020
3c6ccd71022f01f3d225b5d9e3b5dfa1b39a352233f00b7625c7519253a799d3;Southern;2;Ormond Beach;US;FL;32176
734aaf43fb0d11f7de53bba0ec2acfdcc1f1c4ca66495653fe993c2cd048b4b9;Northeast;3;Wrightsville;US;PA;17368
a52d1be10d4a79a5ffed998a18ece5277fb6da97c409830afd7d834b58b01ac0;Canada;0;Calgary;CA;AB;T2H 0N3
031b8902952018ebf45a86a2a0940f46f4c979adf912cb1ffbf9bd373ba3a263;Southern;2;Little Rock;US;AR;72209
e916e13a177cd09762cc41015d8b6d6ae36ce68fcab4b165e923f9a2b2eca26d;Southern;2;Orlando;US;FL;32808
0732a3e2ab16638be0a7ed7eae6b87cf7ebc2d7d26fb23e102537f03eb86b757;Canada;0;Moncton;CA;NB;E1E 1H5
08354eea830d4c77015efe66c1368b161ca21226d86c33fd872485faf10b291c;Central;4;Canton;US;OH;44711-8844
08d802855f887a36198f83c2c384d25e766b8edb0df3cc8549f6e4cd65bbda61;Central;4;Livonia;US;MI;48153-7940
8ecb8f4fa3bbc7e24ccabec8dc143548bd6beea8c99406319d5cd65e831fed69;International;5;Georgetown;AU;Não informado;0
efb2566f28fb59ca64f88cae1b01c1a930d78a28e5649e8a6f82085efd4ecee1;Southern;2;Miami;US;FL;33147
c56fef2c1b5d7283bcb3f5c6cec824096c2cf4368f9fa993cb3a11a36b593c18;Canada;0;Ingersoll;CA;ON;N5C 4A6
253cc65ebf5f76c77f4b36d0777cd6a9da03c0bbeff50ef402d0747dcd63b698;Central;4;Milwaukie;US;WI;53209
1a6df7a15889b750ee083ccaa32200f4416d34d16e2c7898425a6b00cbd52b95;International;5;112 Reyjavik;AU;Não informado;0
1c8e9c42f2311efa9069258a6c0885a8acb25738cc845e395577c43a4d3c0f12;International;5;Furstentum;AU;Não informado;0
7b762a2b239ebad262dbf5152173cca3f9042995327e04d818537c362dfc251c;Northeast;3;Shady Grove;US;PA;17256-0021
cffcc7aae1c4de3741cb9ddfa5c3ebd922b731c386659f8bb5f7609868542c82;Southern;2;Pine Bluff;US;AR;71611-7647
ff8984da2239f534d3a4d219843b68babb8e22e58284e3f5a0f15b46942f80c8;International;5;Jakarta Utara;AU;Não informado;0
351d70215d4b4e95f8d1b98d80c5541a4caa4f917b0f343238d78bb76bcc7f13;Central;4;Chicago;US;IL;60609
10e3c8bd09838df91f3cc50cc53dfb42c021f1ea474b8666ce85de110f07c72c;Northeast;3;Salem;US;MA;1970
b80731d06416a29df50ef1b9884f7cb62fe2bcb1e48baeb7101a24909a8859a4;Central;4;Hammond;US;IN;46323
ad7b6dfb468724372a4356ba07a568274ee8d168539b5f4c0bcfdc8f2f9f7263;International;5;Seocho-GU;AU;Não informado;137-938
cb655fc0e4cea24a36abf2fbb4cb12f2b748cbf97033e5e4158bef8667f0a6f4;Northeast;3;Richmond;US;VA;23224
09b74a44e5c8b191c06a13f3842236ac0fc99e465e6c704a45402c9bff5160b3;Canada;0;Burnaby;CA;BC;V2X 3K6
971d33c038e1e6b3e2be118b9231d316502fdd8bb27357938c010cd062550790;Northeast;3;Mercer;US;PA;16137
914de37c513376181294e59453f8ac0b8fb5470ba88934228d741e9e10d06855;Northeast;3;Framingham;US;MA;1702
f80b1294473d7cc0087dfffe8c7ef82390ee833f27cbea8c1201a986f6220d4a;Western;1;Placentia;US;CA;92670
f1ae673dbdb7d95b39818f6abaaa54e387181962080a85131cbda85331d0850d;Western;1;Trinity Center;US;CA;96091
7396987d15f81aa9a18f794e17a9839c47c1d79ddfdeb30cc8ec740a6e214b7f;Southern;2;Norcross;US;GA;30093
cc0ecbf42588e9bac61eded73b3d02273ed4e3a74313c20653f6d22d1e530e2f;Northeast;3;Mechanicsburg;US;PA;17055
16c51a2f6df44fe768b0266d1351f321797bc5e02d06322625fd368c882a4a39;Canada;0;Surrey;CA;BC;V3S-2A7
04ed83ddc266658c49031e2a1a3974271ec4145c63defca67f4d37635bb923cf;Western;1;Brea;US;CA;92621
fcc6a0884b9726a74f018cc8ef6e6267ecd6f367d2d3e384d8bec7c3aac4cfaa;Southern;2;Ocala;US;FL;34475
6ced0ab482c567b9d2b6755339d8d264a027f0630db9073fe89e471e24f94840;Western;1;Auburn;US;WA;98001
e6ad28224f44353ef79b330fb28321ee81de309106fa85ee6435b160f76b4f70;Southern;2;Okarche;US;OK;73762
6c6207f58d20d11761ef428e862a7c85c69e5428ec0a10d15742df59e3791b93;Central;4;Elkhart;US;IN;46514
e5aba426d68cd5b5c31852fd39e98ed325c18955ceab7231f7e58af800adf949;International;5;Jeddah;AU;Não informado;11443
c7e7a21290c58a42dc9c2843ae4fa6fdad248e6f7763be1200c8c76e1213f4eb;Western;1;Hayward;US;CA;94541
a71d004942ceb30479c4fdb1fd60e3b6421a06de4c7c11bff6735fa9315c2170;Southern;2;Laurel;US;MS;39440
04b457c4461d32d83b973ba100100b06b6dc7607ea881d5e995d73f701efda2d;Western;1;Yakama;US;WA;98901
80e614a38a9722a86099e8edf250b607e314cf980baaa7f345e6dd62b26a7422;Southern;2;Johnson City;US;TN;37602-5418
c0fbb02ea377677c20cc49eb0c6c367f7ec2716c33d219dcbae3622741d9c202;Western;1;Benicia;US;CA;94510-1020
4bbb14505bf5bc3d096c0273f9b0fdc9b6f279fa711eedcad1249cb7edcdc3db;Southern;2;Elizabethtown;US;KY;42702-2143
d779bcb93ce34ff36e422065274e3a2be4b20c0c92e4438a3937e4be4f36919c;Central;4;Eau Claire;US;WI;54701
7072518bb414ee2369dbc01b0f914829a2f0374ec14975b9f3963d213acd99f5;Central;4;MOLINE;US;IL;61266-8808
7f5bab0d9e7e549092b1050655f0671624800851cc4d55392056d68f4c7e471c;Western;1;Huntington Beach;US;CA;92647
2bcf189427316acb0be21fd67c1d844e553f860d5f2f0a1edc656c0cdeb0c780;Southern;2;Te Rapa Hamilton;US;MS;0
7b32ec2001f9a0470215cad2ebb586398f89a0eee6ad2476388e39f601b70db6;Southern;2;Montgomery;US;AL;36117
5b884e27433e88741cacbbbfecc8ceee62dfd0091a8934217ee4ca444170ac4f;Central;4;Mitchell;US;SD;57301-7064
e0fcaa5711cc6d5647f169822666ea3f58760225eba4b4f15b55f031ae03c898;Central;4;Lansing;US;MI;48906
d08491bb00244576d3079cf0ab72c7c6621ff87885df40ed9feee6cd4e147246;Southern;2;Little Rock;US;AR;72219
6baab2d82877484a4109ac0bbad18e9ac0d3cc8754b075b3663795a7e0c4b2d0;Western;1;Puyallup;US;WA;98373
5fc425cf31883eff7295a7a7ed8b04b45abf8ffbcbb75fdb4d6e34a763323149;International;5;D 95326 Kulmbach;UK;Não informado;0
bfedc3c6726d9b4ed4a23844f882ebdc4b3080615fbd8fa82f3c65b493d73536;Central;4;Monroe;US;WI;53566
943c64879e4c2df79778f217caf5f52213e5b5564d3ef5925d25a138d250b807;Canada;0;Toronto;CA;ON;M2H 3B4
bdb3e683ed3ff4d7d63b245a07413d4d71768225783007e6828fc934a29ed52e;Western;1;Corona;US;CA;92880
414da883de8cc9405774d87f1362890414d87243e57253454799aa9989ac7846;Southern;2;Tulsa;US;OK;74158-2510
dfa364dc94a01409e6e53643eff52416042b4044bae25525d1c68c296857945a;Central;4;Saginaw;US;MI;48606
256f01a75fb2bb997c0e6dd656ac2e33fe0c96730545a9c86544d76c77f32908;Western;1;Pocatello;US;ID;83201
cf849b48c7c629cef0213fe31d688acbf7e711f919c5b4c2e6dd5fc5ab4d4bde;Northeast;3;Hermitage;US;PA;16148
e1dbf53e355c9481d787ae3a22bed7c8adce1d21d37dcea46e2c804c31944f40;Central;4;Chippewa Falls;US;WI;54729
8f37adbaa889f04a1fad48ef5889074e856caa84a8899311e4a6bd43bd537d70;Central;4;Cincinnati;US;OH;45241
4fda966e65cb213862c5c96d3ece58695d3c71d1ef2c67fc44f912db0a2f380f;Central;4;Sun Prairie;US;WI;53590-2553
918d706ed7adf3fe60608a065881af308fed2baa5078c5fb44ea714b1af5e494;Western;1;Missoula;US;MT;59806
7e5718533af55610be95a0d8ac39ea70c344d3c533892cb04a79da8fc8be6c90;Southern;2;Tulsa;US;OK;74107
08ba23f4d5d8b92835f5c1ce4e7b8b69cd2083cd625b03acddb62769cb36faf2;Southern;2;Mobile;US;AL;36619
9f864d607bea0ed1ffde1129bc77e9cda55aaa34c225bb0d3bdd0820b68bf9ee;International;5;Bremen;UK;Não informado;D-28390
6637a4248ae71de370acf7868ac37df0fc0b1d6b8209d9c9dd4f2303a1e1044a;Northeast;3;Fairview;US;NJ;7022
ff8f87a37565213fd3450be7f97b23d150a3f8244876a3ea7d410d67271b0825;Southern;2;Hialeah;US;FL;33014
f2c46c87f182f0e70b7d3cefe556074f7d2bc0a732ae33ec8049d28baaf246e5;International;5;La Paz;UK;Não informado;0
d617e5feaaa9cc54554dc387c9f96fc8f01c01092fe62ff98929369f624c367e;Southern;2;Irving;US;TX;75060
a522eec9a5ac43715133066ceacaaa04ca35d7562a520828b0d96f066587574e;Western;1;Maxwell;US;CA;95955
a02d3eb84a377e415d08fe48a4ead06432cabb22236a467e1b4e672ea76f7540;Southern;2;Atlanta;US;GA;30325-0858
e998e54e6359174591e9d71e8c53e7b4b0a641837984802fef6faac6c903fd8b;Northeast;3;Glen Burnie;US;MD;21061
5758ed66ed3394fb8feb686c74224c3cdaa5adb27eeb79ec9fc0cd96ed8b7d48;Southern;2;Columbia;US;SC;29202
d70a6d0f4f59957a7c37ea7511d5986339c5cca58362a63f73fdc40dc198ec4a;Central;4;Cape Girardeau;US;MO;63702
268d98d6617a4493eee3e724d6dc05a0ad7bc5ff184ed5eb5450b77f76567a4c;Western;1;Rexburg;US;ID;83440
4bfe85f9fed1acd31614f40a6c511891317f2ea023e62408b7826d51733e2e03;Northeast;3;West Sayville;US;NY;11796
3db925730c23a77257b36979fc6938705a102af0faa4f5f0bce2e5749531da1b;International;5;West Midlands;UK;Não informado;DY9 8HS
a9340fa826f33aa744b8285f7fb57620f5be05025318b8e1137f138fb85ec495;Central;4;Livonia;US;MI;48150
7733146e7e18dfdb13eb8f0d475de75c3e0a9e602a799aea67e0526ee735d194;Western;1;Irvine;US;CA;92618
742460cedbce756cc05cb162754ab519b3659079b0490d1097cfe9693ce182bc;Southern;2;Greenwood;US;MS;38930
3c8feb6f1add5d96e9da584e3fea96228502de7597310128736b252221e04070;Central;4;Grand Rapids;US;MN;55744
54d1dddead5c870c23b59571eb6b648f347e5f7eb3f5240afeb27132f4089051;Southern;2;Longview;US;TX;75608
5f6bcd72922ffea1ea4a4ad5003b56035180bc6bafb7dbf34350c44daa7d984d;Northeast;3;Bedford Hills;US;NY;10507
1642fc87d1f4b42634ed7bb80d8a4ca37a30aa7b89e9ef11f5faf5b82ea0d684;Southern;2;Brownsville;US;TX;78521
fabd807c0d0700be814b2ed2e79f8723b0a2154cf9c38983188b8ba1cc883574;Central;4;Pontiac;US;MI;48340-2956
8046e8e77c5c9c7bdcba6b526518f74388d7fd4f781bb981563fd9c95318bc73;Central;4;Canton;US;OH;44708
b239cb07dca99a93f585450b50c524fbdf45ffe046a20930425fab34d9f339c5;International;5;Quezon City;IR;Não informado;1114
1e44a0a986bcd3ecdbb168de116fa2c2f774a46ac95be40d78c2a571cab81958;Canada;0;Montreal;CA;QU;H1N 2B3
cf862438227aa4d970a9351700c446ff0c46973b479257c34d1889f9924e994c;Southern;2;Mebane;US;NC;27302
cda82d502ebb94abe7b8e10ca37cc5c1b16b86f202420c4dcd6ea4150e0f577f;Northeast;3;Waldorf;US;MD;20601
8e9849f570d88158ba5dbb4f1df1cbbc604d8fed35a45c0ff05b32aa013d7f44;Southern;2;Gretna;US;LA;70056
172cfa7dcf5391393ecb0c124d846cf983de26c80b3342d5fee403d3700f64dd;Southern;2;Odessa;US;TX;79764
bf4dbd1d3a488a29aa11812da10f04a7d64c969e9ef4136dbd6147a7012bc09a;Southern;2;Ooltewah;US;TN;37363
e4b730bfe0d6f0bff492818d17c2aa86366ca2b0192667cad750c6f01ca6ce7c;Western;1;West Jordan;US;UT;84084
badc9aa8f0b625e388a123cc2641d6f65a1f75a9db81001c129bc07eb6c0e5f1;Central;4;Chicago;US;IL;60680
834fa6fe88de6decdcbd77a9d19f2077a38a1ce099e7c65995d33057c7fc824f;Northeast;3;West Point;US;PA;19486
1a50ac42472ef4b78c8133213df005af16815b8788dbab2471f0030cd56f1b8a;International;5;ZI 1 Ducos;IR;Não informado;0
b771bf82d854fe97857d242e8ef3f6a3f4cf26f9cfb1dc2c3bb37d4d47009b48;Northeast;3;Nesquehoning;US;PA;18240
3213a1b057440f55c16f2a7ff5166dec78c1ced5779ac1f0ccfc096ed0eee2dc;Central;4;Waterville;US;KS;66548
35d0dce5485bdc76b9bfead57e2af0cad700513970c6cc7bb0ae9e79e358d9fc;Western;1;Tulare;US;CA;93274
39177b608132dfcacbdb3ffebe9e5cfa340b1666fbd2831dda68c9b224c6c8eb;Canada;0;Winnepeg;CA;MB;R2R 1V2
5d136789d5a02432446e5fdcc00c26a2d39885ed1083177259a3cb83e815f91a;Northeast;3;Manassas;US;VA;20109
3885ddf9b8378d9e6e8d98b99f8413cc5d4f4ffd04c2d77d6861748f5841c7e5;International;5;Johannesburg;AU;Não informado;0
3fdbfb17b9a5de92962939889cb9e763bb5e3029e782182547230fb41eca5f68;Southern;2;El Paso;US;TX;79925
74acd8fad02e90cffe9551229b54f849679dd3f6c4e2c6471cfe92e3ccf89b71;Western;1;Modesto;US;CA;95351
6132e1b96842819e65249904142640862d360275aa4ad39d880299293a69794d;Central;4;St Louis;US;MO;63109
7d288f57f78d8d35c4418ce682c62ab6be7c682b78d85dd2a0d9bc27a782e5ab;Western;1;Buffdale;US;UT;84065
f514a043ac14794c883d604ad4b8771769e891922c2bb3ba57100e21bb171d94;Southern;2;Irving;US;TX;75016-7728
96b3819adeab8fee65bffcb69fbd293fd9b7e5cb121d89c1d9f961e33c31a0bb;Central;4;Coldwater;US;MI;49036
7957ab202366cc6595bb09014fdbbe5d011086ae2858fb8babf059374d86739c;Southern;2;Duluth;US;GA;30096
eacc7aebe292c4b7ca5e896e6bb3c07afbd2f9e710d3876689219d1e2d2ff518;Canada;0;Edmonton;CA;AB;T6E 0B2
9e526e2707d92e6c2e35d9338312a80273738797bd1aa3a95f470aa9cb0c5a61;Central;4;Independence;US;MO;64055
183e481e204589dff45362fc8e5cc107ff2e60a0e9159da6b50a85af958e5ef1;Southern;2;Shreveport;US;LA;71130
a3761e337e793f0e15c81af7527863d078ac1ad05555a465ed994ebd4c11f536;Central;4;Janesville;US;WI;53547-5222
06115810416153aff830565b53398223fcd1e5f4f9e2374d8a31896dcfffe6b2;Southern;2;Spring;US;TX;77388
4579088a2af6add835d3486fec476201e38cb7fdb33e46fb6d2100f917535149;Central;4;St Louis Park;US;MN;55416
92e45f85ecc4861c04320a44ac7c79c38032a25713da8e5289e73d38bfa532bf;Northeast;3;Wester Chester;US;PA;19380
2b9515958703a69eec1ad8398d772c6466299414085bc1996af0a70e104b164e;Southern;2;Miami;US;FL;33122
592f3b8d3133c6408afde030ec9d2ef56676620b96b772c5a0604ed75eb2086e;International;5;Seoul;AU;Não informado;110-793
fad36389541a3794d12211e9a5f48a52d6e076f8157e7823c1d38ec90df51b44;Central;4;Southfield;US;MI;48034
7e936a1b2643d43c85293469bdc5ef519baef6c89d3b70c440a9cbeb6e71cf24;International;5;Não informado;AU;Não informado;0
0997d96884c04c4dd30b0805661cbbe5939d296f3bbf456f7b2bf8ce6be3cee1;Central;4;Columbiana;US;OH;44408
